Date,AQS_SITE_ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CSA_CODE,CSA_NAME,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
4/20/2013,29-037-0003,1,0.045,ppm,38,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/21/2013,29-037-0003,1,0.05,ppm,42,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/22/2013,29-037-0003,1,0.048,ppm,41,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/23/2013,29-037-0003,1,0.038,ppm,32,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/24/2013,29-037-0003,1,0.052,ppm,44,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/25/2013,29-037-0003,1,0.052,ppm,44,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/26/2013,29-037-0003,1,0.047,ppm,40,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/27/2013,29-037-0003,1,0.04,ppm,34,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/28/2013,29-037-0003,1,0.046,ppm,39,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/29/2013,29-037-0003,1,0.053,ppm,45,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
4/30/2013,29-037-0003,1,0.055,ppm,47,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/1/2013,29-037-0003,1,0.047,ppm,40,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/2/2013,29-037-0003,1,0.04,ppm,34,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/3/2013,29-037-0003,1,0.036,ppm,31,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/4/2013,29-037-0003,1,0.023,ppm,19,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/5/2013,29-037-0003,1,0.02,ppm,17,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/6/2013,29-037-0003,1,0.032,ppm,27,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/7/2013,29-037-0003,1,0.052,ppm,44,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/8/2013,29-037-0003,1,0.05,ppm,42,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/9/2013,29-037-0003,1,0.05,ppm,42,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/10/2013,29-037-0003,1,0.04,ppm,34,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/11/2013,29-037-0003,1,0.05,ppm,42,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/12/2013,29-037-0003,1,0.052,ppm,44,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/13/2013,29-037-0003,1,0.054,ppm,46,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
5/14/2013,29-037-0003,1,0.059,ppm,50,24,100,44201,Ozone,312,"Kansas City-Overland Park-Kansas City, MO-KS",28140,"Kansas City, MO-KS",29,Missouri,37,Cass,38.75976,-94.57997
