"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CSA_CODE","CSA_NAME","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/20/2011","29-047-0005","1","0.05200","ppm","44.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/21/2011","29-047-0005","1","0.03200","ppm","27.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/22/2011","29-047-0005","1","0.03200","ppm","27.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/23/2011","29-047-0005","1","0.03800","ppm","32.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/24/2011","29-047-0005","1","0.03800","ppm","32.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/25/2011","29-047-0005","1","0.03800","ppm","32.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/26/2011","29-047-0005","1","0.04200","ppm","36.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/27/2011","29-047-0005","1","0.04300","ppm","36.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/28/2011","29-047-0005","1","0.05500","ppm","47.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/29/2011","29-047-0005","1","0.04100","ppm","35.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"09/30/2011","29-047-0005","1","0.03400","ppm","29.00","19","79.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"10/01/2011","29-047-0005","1","0.03700","ppm","31.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"10/02/2011","29-047-0005","1","0.04600","ppm","39.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"10/03/2011","29-047-0005","1","0.05800","ppm","49.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"10/04/2011","29-047-0005","1","0.07200","ppm","90.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"10/05/2011","29-047-0005","1","0.07300","ppm","93.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
"10/06/2011","29-047-0005","1","0.06300","ppm","61.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","047","Clay","39.303090","-94.376623"
